cik,period_end,grain,revenue,deferred_revenue,rpo,implied_billings,ttm_revenue,revenue_prior_year,revenue_yoy,rpo_coverage,deferred_revenue_ratio
0001660134,2025-01-31,annual,2610000000.0,1718000000.0,4215000000.0,2817000000.0,2610000000.0,2263000000.0,0.15333627927529836,1.6149425287356323,0.6582375478927203
0001660134,2026-01-31,annual,2919000000.0,1905000000.0,4827000000.0,3106000000.0,2919000000.0,2610000000.0,0.11839080459770113,1.6536485097636178,0.6526207605344296
0001713683,2016-07-31,annual,80325000.0,,,,80325000.0,,,,
0001713683,2017-07-31,annual,125717000.0,96619000.0,,,125717000.0,80325000.0,0.5651042639277934,,0.7685436337169993
0001713683,2018-07-31,annual,190174000.0,164023000.0,397900000.0,257578000.0,190174000.0,125717000.0,0.5127150663792486,2.09229442510543,0.8624890889396026
0001713683,2019-07-31,annual,302836000.0,251202000.0,554200000.0,390015000.0,302836000.0,190174000.0,0.5924153669797134,1.8300334174272543,0.8294984744217992
0001713683,2020-07-31,annual,431269000.0,369767000.0,782800000.0,549834000.0,431269000.0,302836000.0,0.42410083345441096,1.8151084358022487,0.8573929496439577
0001713683,2021-07-31,annual,673100000.0,630601000.0,1553500000.0,933934000.0,673100000.0,431269000.0,0.5607428310404874,2.3079780121824394,0.9368607933442282
0001713683,2022-07-31,annual,1090946000.0,1021123000.0,2607200000.0,1481468000.0,1090946000.0,673100000.0,0.6207784875947111,2.389852476657873,0.9359977487428341
0001713683,2023-07-31,annual,1616952000.0,1439676000.0,3513600000.0,2035505000.0,1616952000.0,1090946000.0,0.4821558537269488,2.17297730544877,0.8903640924405919
0001713683,2024-07-31,annual,2167771000.0,1894974000.0,4417600000.0,2623069000.0,2167771000.0,1616952000.0,0.34065266006659445,2.0378536293732132,0.8741578330921486
0001713683,2025-07-31,annual,2673115000.0,2468026000.0,5780100000.0,3246167000.0,2673115000.0,2167771000.0,0.23311687443000206,2.162308767112526,0.9232771504405909
